,PC1,PC2,PC3,vaccine,words,tsne1,tsne2,tsne3,cluster,aa
3443,-0.036883402,0.2828368,-0.10645882,No,deployed,9.127328,19.949844,-5.0837774,3,2
11491,-0.036877232,-0.124092827,0.026338519,No,syringe,-2.5032814,-2.7411923,4.168406,4,2
2920,-0.036794473,0.134087788,0.02808503,No,continued,4.0681405,7.699009,-7.0244966,0,2
8379,-0.036781646,0.40258552,-0.212888125,No,onthespot,16.191887,12.236893,-0.771417,3,2
11155,-0.03675969,-0.129852514,-0.181216858,No,stealing,-21.595188,-3.224646,7.332958,4,2
1182,-0.036751707,-0.069473574,-0.221151381,No,appalling,-6.322894,11.288434,1.497361,0,2
9473,-0.036693996,0.027262735,-0.056171343,No,puneetvizh,0.82586354,1.7359902,-1.008535,0,2
9965,-0.036668254,0.194504423,-0.163018548,No,residency,0.10876668,20.10218,-3.4996831,3,2
3647,-0.036662725,0.053510772,-0.206459194,No,disney,-1.9004364,6.2358403,-7.242934,0,2
3379,-0.036647505,-0.238520419,0.587239025,No,delaying,8.783357,-28.715528,0.94079745,2,2
5982,-0.036612644,-0.175959382,0.009498955,No,impeached,-30.413527,1.9291712,3.3722408,4,2
3768,-0.036574709,-0.344179347,-0.153178833,No,donwinslow,-26.00425,0.14911431,5.740438,4,2
1406,-0.036542155,-0.192226178,-0.064964377,No,audience,-13.088961,-4.573189,6.9196377,4,2
12490,-0.036442455,-0.106932757,-0.079929958,No,viable,-9.198472,-7.7014213,9.656212,4,2
11217,-0.036436666,-0.319380278,-0.378692017,No,stopping,-22.562006,7.3086114,13.208817,4,2
990,-0.036413169,-0.29465169,-0.216760957,No,alsmnd,-29.586323,-7.3593574,8.439952,4,2
124,-0.036374203,0.333731085,-0.050700807,No,1900,20.31741,7.6007805,-1.8200322,3,2
6047,-0.036337783,0.284173926,-0.017170821,No,incl,16.551966,3.0759091,-0.08742636,3,2
8167,-0.03632069,0.283467094,0.231892289,No,northern,26.90357,1.2691498,9.082134,2,2
1460,-0.036247902,0.029074335,-0.262930566,No,aw,-2.9492126,13.105912,-6.0298185,0,2
8625,-0.036194,-0.186662853,-0.075300515,No,partial,-14.131719,-5.2158136,2.2419126,4,2
12079,-0.036152441,-0.15406474,-0.099488943,No,trusting,-12.654886,19.188139,6.542143,4,2
3620,-0.036044725,-0.005450647,-0.138438921,No,discover,-8.234282,2.086825,-2.5071025,0,2
10089,-0.035999823,0.076284204,-0.113402814,No,ripaljeet,1.270852,4.42421,-1.090667,0,2
11592,-0.035994564,0.484784931,-0.218589522,No,technicians,13.178717,22.772667,-6.853603,3,2
1666,-0.035983942,0.117402597,-0.247159077,No,bell,7.0892987,8.30205,-16.597572,3,2
7776,-0.035982556,-0.179726569,-0.078637205,No,motion,-21.559628,-11.669319,-3.420189,4,2
8560,-0.035794953,0.005999954,-0.214358603,No,painting,-5.005837,7.454198,-3.3212633,0,2
6892,-0.035640652,-0.05486277,-0.323997664,No,legitimate,-11.378268,13.042226,-3.2390742,0,2
922,-0.03563202,-0.329988307,-0.062893162,No,alarmed,-12.761279,-17.667488,11.811606,4,2
6658,-0.035619731,-0.095976387,-0.101566157,No,khou,-13.10843,-1.6344925,-1.5877286,4,2
8020,-0.035610097,-0.101053215,0.086575739,No,neurological,-0.9832621,-21.916344,11.446515,4,2
10333,-0.035518225,0.004139353,0.052497967,No,scaling,6.4543347,-7.638275,0.16682963,0,2
6247,-0.035512449,0.102132863,-0.207822796,No,insult,-1.0969602,11.205481,-4.2774076,0,2
6842,-0.035485001,-0.157938177,0.009006228,No,le,-10.95267,-4.169643,0.035980508,4,2
6699,-0.03547705,-0.156866077,-0.201809389,No,kkariko,-12.539669,11.975728,8.724836,4,2
4051,-0.035465477,0.057211562,-0.054783129,No,eligibili,9.184136,0.63083124,1.9894027,0,2
7705,-0.03543052,-0.126990822,-0.191915999,No,mollyjongfast,-16.325253,3.1347928,6.129341,4,2
9618,-0.035394394,-0.318998529,-0.172588451,No,randpaul,-19.108023,-7.051671,10.0949,4,2
12874,-0.03536316,-0.015595437,-0.232697722,No,wisdom,-7.3721666,16.248201,7.9292045,0,2
1987,-0.035331006,-0.142698699,-0.104157988,No,bribe,-12.824954,-1.4525032,-0.082065076,4,2
2842,-0.035228255,0.05644883,-0.225347561,No,conflicting,-9.219433,14.240292,-4.09995,0,2
4315,-0.035140098,-0.308539939,-0.336603505,No,everywhere,-24.61705,4.2087994,17.511377,4,2
8457,-0.035134731,-0.070005177,0.022855592,No,othe,7.7959785,-10.184301,1.5824353,0,2
8188,-0.035133395,0.214585889,-0.127134252,No,notification,-7.173142,20.435747,-6.0697174,3,2
7302,-0.035106589,0.108045466,0.175960781,No,marking,5.2722874,-9.615736,-4.485233,2,2
7852,-0.035077318,-0.505183676,0.370873608,No,mutates,-11.018342,-26.231083,3.9145653,4,2
412,-0.03505935,0.038560256,0.831898439,No,40,22.7387,-12.177075,3.8784254,2,2
7909,-0.035029968,0.354655982,0.269158153,No,nashik,21.369486,-5.2952757,-4.6503024,2,2
1603,-0.035010656,-0.296760495,-0.016086372,No,beast,-7.1976247,-1.2909249,12.9791355,4,2
1555,-0.034956949,-0.118909722,-0.120271603,No,bashing,-7.7667575,-2.155538,3.121983,4,2
10141,-0.034893388,0.181089106,0.089831107,No,rolls,7.923965,-3.1917577,-8.763182,3,2
3882,-0.03489193,-0.100754765,-0.089471641,No,drscottjensen,-10.971133,3.464211,-5.1482906,4,2
6149,-0.034844397,0.07611272,-0.408724964,No,informative,-14.830541,18.549631,-14.032749,0,2
7659,-0.034649981,-0.0346832,0.027393249,No,mlb,5.604835,0.03634986,0.2607924,0,2
8378,-0.034610345,-0.073380488,-0.171607021,No,ontariosdoctors,-12.126523,9.543211,4.9799533,0,2
8836,-0.034600989,0.343507844,-0.364863865,No,phe_uk,-6.82354,23.16479,-14.959876,3,2
4733,-0.034460634,0.263254006,0.028735715,No,flew,12.802853,3.3332858,-6.3469176,3,2
5843,-0.034442995,0.008230804,0.091107133,No,huzzah,4.7256246,-5.0497932,3.3875144,0,2
90,-0.034438569,-0.011004063,0.606849659,No,14000,20.218927,-13.773493,5.0095334,2,2
9490,-0.034418215,-0.059654021,-0.236910789,No,purposes,-6.651265,11.802127,-1.104356,0,2
11970,-0.034355361,0.226459903,0.404420711,No,tranche,16.978373,-9.03087,-10.004531,2,2
4646,-0.034335507,-0.26406804,0.590355208,No,figures,14.368618,-22.996918,12.73142,2,2
9673,-0.034319922,-0.205256709,-0.18327291,No,reads,-13.32098,-3.8114665,6.235466,4,2
3114,-0.03429555,-0.345755725,-0.133551801,No,crimesagainsthumanity,-15.1175585,-5.219416,12.563836,4,2
2491,-0.034270505,0.124647072,-0.162717061,No,ciarale01,-3.2890966,23.327496,9.036814,3,2
8627,-0.034173027,-0.151121651,0.351415941,No,participant,3.9008107,-24.25029,-4.4105945,2,2
2408,-0.034085058,0.044717643,-0.391049802,No,checklist,-13.188439,25.446411,-8.022514,0,2
2081,-0.03387895,0.092868671,-0.080599125,No,bumps,0.25065884,5.5046186,-4.8047986,0,2
3918,-0.033785695,-0.12772222,-0.192727274,No,dust,-11.830773,1.8779868,7.5468526,4,2
2132,-0.033727101,-0.075743299,-0.075524367,No,calculate,-5.2955065,3.4093926,-9.741163,0,2
11339,-0.033703172,0.39262819,-0.164458854,No,sullivan,17.773504,8.429215,-16.922876,3,2
4867,-0.033651521,-0.178840814,-0.109333262,No,foxnewsjacksofftoharrystyles,-10.664713,-7.1724033,3.6199262,4,2
5011,-0.033625788,0.406433527,-0.135047729,No,gatewaycs,25.64765,8.371626,-10.152523,3,2
3078,-0.033598503,-0.275714363,-0.132157474,No,crack,-8.437364,-2.5745597,12.253198,4,2
13061,-0.033500515,0.036851509,-0.235226868,No,yt,-11.416798,18.676542,-3.3849833,0,2
7847,-0.033453202,-0.056771654,-0.237183563,No,mustnt,-8.557748,9.600996,2.188973,0,2
854,-0.033452968,-0.194027847,-0.045574042,No,agains,-1.3981546,-18.592632,13.876295,4,2
2322,-0.033382308,0.094575684,-0.181440526,No,centralized,7.184823,11.44495,7.03068,0,2
610,-0.033349351,-0.232847172,-0.202316171,No,abc730,-13.509686,8.81943,6.2132235,4,2
3135,-0.03329723,0.303395152,0.025206883,No,crown,16.054129,2.097672,-10.425464,3,2
2414,-0.033244937,-0.169426156,-0.045642974,No,cheese,-3.472014,-10.161765,7.0267363,4,2
11114,-0.033171926,-0.227520575,-0.065951699,No,startrek,-0.27252746,-10.295708,2.021328,4,2
10351,-0.033136499,-0.120446781,-0.014119184,No,scenario,-10.282712,-3.3969285,2.022505,4,2
12871,-0.033106243,0.084131622,0.13283171,No,wired,4.4623876,0.41134375,-1.977818,2,2
2238,-0.033059461,-0.131977645,-0.189406068,No,cartoons,-10.211685,2.7504551,3.7046235,4,2
7190,-0.033027597,-0.39596677,-0.183218605,No,maga,-28.011396,-2.8227792,2.3175142,4,2
2383,-0.032990789,0.093899287,-0.206865027,No,charities,0.051247545,16.53959,-6.8356986,0,2
3393,-0.032983833,0.284565064,0.007674952,No,deliver,11.242831,23.535263,-5.366797,3,2
4254,-0.032963425,-0.200183507,-0.228347722,No,establishment,-14.51605,1.101727,7.338404,4,2
3617,-0.032933088,-0.288085483,0.035671993,No,disclosure,-4.9513354,-14.174065,7.320668,4,2
9140,-0.032879002,-0.307654269,0.167013592,No,prediction,-2.2218728,-13.359107,19.035643,4,2
9386,-0.03283514,-0.391968459,0.077757347,No,protects,-14.617991,-21.579882,8.052841,4,2
7815,-0.032780452,0.185317201,-0.050257945,No,mt,9.544294,3.956173,-9.81724,3,2
3712,-0.032761518,-0.114803127,-0.258568123,No,dnc,-24.668282,0.7442221,2.2796855,4,2
6421,-0.032745087,0.50574048,0.09733318,No,jaipur,20.498068,1.6944389,-12.403595,3,2
1059,-0.032648473,-0.351872161,0.448942197,No,anaphylaxis,4.523941,-23.810722,8.049766,2,2
443,-0.032294215,-0.221005481,0.165392255,No,500k,17.110794,-17.474485,-1.8198987,4,2
559,-0.032208091,-0.073086214,0.520588062,No,92,10.639039,-23.448036,2.1085083,2,2
9539,-0.032169552,-0.000534097,-0.146509901,No,ques,-1.4134103,7.5770884,-2.427588,0,2
3312,-0.032135874,-0.131362554,-0.179922609,No,deborahmeaden,-10.218821,8.708111,0.49265397,4,2
8162,-0.032112521,0.148296924,-0.067829955,No,northam,12.874506,5.5747943,-3.5659833,3,2
11302,-0.0320913,-0.037398276,-0.246315543,No,subscribe,-21.047657,12.661086,-15.818888,0,2
4355,-0.032064088,-0.051171774,-0.142619652,No,execution,-7.998357,2.0350256,3.0978732,0,2
7959,-0.032035023,0.101400522,-0.008630689,No,nd,10.386989,-4.1322417,-7.824657,0,2
10981,-0.03200995,0.315391215,0.080808032,No,speciality,17.484627,-2.70366,-12.002987,3,2
12152,-0.031998035,-0.026254352,0.161789231,No,typically,3.7380023,-10.250822,6.7105293,2,2
3861,-0.031959506,-0.158483502,-0.264391138,No,drleanawen,-21.184826,3.3650374,7.38354,4,2
12467,-0.031911491,0.104611362,-0.061479179,No,ventilator,-0.85902375,-6.1823826,-3.402452,0,2
5440,-0.031890925,-0.064859179,-0.144269619,No,happs,-21.127998,12.734143,-15.646411,0,2
572,-0.031863486,-0.415904486,0.181070448,No,999,-3.0556257,-13.89931,14.202902,4,2
11084,-0.031846082,-0.172598654,-0.055324468,No,staggered,-11.141385,3.6055834,-4.85239,4,2
7304,-0.031826935,-0.156316817,-0.065582254,No,marklevinshow,-4.368642,-4.236971,3.7577388,4,2
8293,-0.031747286,0.25746007,0.313816302,No,ocean,21.688288,-6.3255525,-4.3815994,2,2
12647,-0.031672581,0.450875488,-0.289978037,No,walsall,10.606283,16.010069,-16.190924,3,2
7291,-0.031631466,0.079690534,-0.072778865,No,marijuana,11.60679,4.7186317,3.2230527,0,2
6290,-0.031567155,0.377324624,-0.1450828,No,interviewed,16.519655,8.805221,-18.363346,3,2
10821,-0.031427935,-0.338272884,0.112137336,No,slow,-27.394182,-12.93089,-3.9849067,4,2
8139,-0.031419251,0.21341124,-0.258071021,No,nola,4.64486,13.536504,-6.121776,3,2
10463,-0.031400341,0.124963441,-0.313301665,No,secretarylevine,-4.014086,23.924232,-2.1283443,3,2
7467,-0.031327549,-0.055640232,-0.099933727,No,membership,-11.139259,-3.408301,-4.1945806,0,2
334,-0.031312893,0.264483805,0.094256074,No,22000,15.9065895,-3.0878797,0.47254738,3,2
323,-0.031238633,0.241900501,0.515566837,No,20th,22.450277,-6.0237246,1.3149601,2,2
8046,-0.031235066,-0.257820882,-0.049000506,No,newsnight,-15.400529,-12.437303,1.3099767,4,2
11286,-0.031227286,0.161053727,0.032004149,No,studying,9.953783,6.3930435,-14.672557,3,2
7486,-0.03120722,-0.148950638,-0.107123423,No,mentioning,-6.1049137,9.55924,25.90191,4,2
4255,-0.03113392,0.096703557,-0.442852291,No,estate,-14.349718,18.866816,-3.3644066,3,2
3481,-0.031127765,0.171036733,0.011078996,No,desk,10.12854,-6.838566,-3.3483214,3,2
10561,-0.03108164,0.329571,-0.466767202,No,setting,-7.065526,27.582132,-14.149017,3,2
3006,-0.031054667,-0.104654638,-0.36579304,No,cotton,-23.664858,5.20176,8.889494,4,2
12721,-0.031033184,0.325171944,-0.367513485,No,webinars,-7.045452,21.275673,-12.081682,3,2
9146,-0.031025037,-0.012138449,-0.212125724,No,pregnancy,-0.97822714,28.657925,-9.904925,0,2
6393,-0.030997865,-0.139168287,-0.18947026,No,items,-10.4012785,5.8974686,-0.3748177,4,2
12065,-0.030932802,-0.244091385,-0.076573012,No,trum,-27.55028,-1.8883288,-0.32983232,4,2
12251,-0.030929515,0.011076911,0.273544687,No,unexpected,7.5089192,-20.408968,-6.1496115,2,2
11636,-0.030789732,0.176674038,-0.147828034,No,tennis,4.452458,4.6877217,-8.506332,3,2
9831,-0.030757378,-0.126214069,-0.1725823,No,rel,-14.196631,1.4943202,6.6216197,4,2
2423,-0.03075567,0.130509108,-0.153754682,No,chen,9.205047,6.920169,-17.958477,3,2
8752,-0.030670852,-0.47654742,-0.239118345,No,peoples,-24.87361,-9.28274,14.537838,4,2
6003,-0.030633782,0.33917636,-0.379265915,No,importa,9.977948,14.926892,-18.310085,3,2
7557,-0.030560468,0.394089902,-0.27735177,No,midwifery,11.640186,14.256296,-17.980272,3,2
5455,-0.030485404,-0.563822262,-0.061893378,No,harmless,-8.869053,-23.923338,7.5836124,4,2
6625,-0.030484387,0.033091136,-0.257855058,No,kee,-9.033052,6.182092,2.0815828,0,2
5229,-0.030436049,0.128609586,-0.239109321,No,govraimondo,0.74396443,16.306515,-4.370771,3,2
10169,-0.030414302,0.499907075,-0.230350311,No,roundtable,21.48784,9.563531,-17.255377,3,2
9081,-0.030378616,0.137105856,-0.157595937,No,pot,-2.0649269,7.901075,0.2575197,3,2
7558,-0.030245693,0.321541392,-0.24166597,No,midwives,11.597597,18.034254,-7.6447935,3,2
4407,-0.030137121,-0.246890304,0.1261839,No,expired,-12.376196,-17.76569,-0.9248242,4,2
6867,-0.030032488,0.006692296,0.283831866,No,leaves,16.510746,-13.206689,-0.5064299,2,2
959,-0.029953828,-0.105348187,-0.002489982,No,allergy,0.44340733,-21.37134,10.962378,4,2
4475,-0.029889173,0.698119118,0.438178699,No,facility,22.384418,-5.0312295,-12.276399,2,2
3734,-0.029885417,-0.167340402,-0.085313924,No,dogs,-10.614317,-2.4765446,2.9342992,4,2
2176,-0.029843322,-0.166443611,0.077478722,No,candy,2.5575109,-20.8301,1.941873,4,2
12390,-0.029800802,0.046469248,-0.08445904,No,uw,9.304422,8.914843,-16.69107,0,2
6645,-0.029799185,0.208983776,-0.307978711,No,kevin,10.046997,9.000255,-21.78086,3,2
1372,-0.02977728,-0.477052174,0.075320935,No,asymptomatic,-14.336673,-21.258884,8.20753,4,2
8395,-0.029737691,0.409241429,-0.057346903,No,operating,22.311522,8.381115,-6.606145,3,2
3066,-0.029733863,-0.232759104,-0.272457761,No,cowards,-19.56839,-1.610581,5.4738865,4,2
6986,-0.029716995,0.314175,-0.126727768,No,linahidalgotx,12.7734165,7.8384457,-7.472254,3,2
2676,-0.029709772,0.273810745,0.147775355,No,collect,10.90936,-0.97511923,-2.4267066,3,2
7345,-0.02966931,0.051934328,-0.199251409,No,master,-0.17411946,10.994488,-3.8073297,0,2
7618,-0.029584332,-0.229274959,0.11893484,No,miraculously,0.119473465,-12.514782,12.664139,4,2
1562,-0.029566859,-0.104065429,-0.070868349,No,bastard,-4.063788,-3.7108552,3.7505126,4,2
7382,-0.029551608,0.258172225,-0.152350283,No,mayors,14.166487,8.431231,-0.8490873,3,2
9514,-0.029497498,-0.33091852,-0.138299785,No,qanon,-30.11549,-1.5827557,7.6743474,4,2
6989,-0.02945546,-0.189535964,-0.229985825,No,lindseygrahamsc,-20.04393,0.69419265,8.274274,4,2
7176,-0.029430098,0.358075374,-0.144678044,No,madden,15.935547,8.407788,-19.331238,3,2
11091,-0.029414436,-0.178187749,-0.24311344,No,stance,-17.355692,1.7257493,5.894428,4,2
2420,-0.029341248,0.048809883,-0.048061173,No,chemists,-5.092945,29.137877,3.6150067,0,2
8068,-0.029318691,0.206915159,-0.391323713,No,nhftnhs,-6.5219083,19.083298,-11.287688,3,2
6741,-0.029303629,-0.133545831,-0.022770102,No,labor,-17.324823,-5.550354,4.007008,4,2
7844,-0.029274394,-0.010520572,-0.148099835,No,muslimdoctorscymru,-11.160904,7.7324977,-2.824633,0,2
10828,-0.029272034,-0.111545139,-0.155057936,No,sm,-7.33534,0.5464441,5.5190296,4,2
8289,-0.029177409,-0.393015479,0.373221521,No,occur,3.2626579,-25.053406,8.158908,2,2
7554,-0.02916142,-0.14210343,-0.053840872,No,midst,1.7716181,-5.875878,1.204295,4,2
8012,-0.029092407,0.208888353,-0.261570142,No,nephrologist,9.671834,11.599274,-18.966053,3,2
3106,-0.029033449,0.002232043,-0.150648122,No,credits,-8.223587,3.6440396,-1.8871176,0,2
7537,-0.028972831,-0.103803666,-0.245851139,No,michaelyeadon3,-15.085394,3.5950336,5.738964,4,2
4260,-0.028868452,-0.251735942,-0.212531125,No,etc,-23.800201,6.2692423,12.934293,4,2
10956,-0.028855734,0.435339074,-0.162277745,No,southend,16.481422,8.536158,-9.50693,3,2
12676,-0.028829338,0.43180553,0.126556341,No,washington,19.774746,6.192834,1.1787783,3,2
10356,-0.028822359,-0.153230768,-0.171168569,No,sceptics,-9.527502,-1.5730702,7.320621,4,2
12578,-0.028808183,0.250033486,-0.147584106,No,volu,8.688519,17.766375,-10.450641,3,2
8315,-0.028692129,0.653470528,0.02445575,No,officer,16.584948,6.711685,-22.797634,3,2
11949,-0.028641226,-0.462239253,-0.182719711,No,tracked,-14.157776,-6.5428567,15.748926,4,2
4926,-0.028638798,0.352111565,0.089393061,No,frontliners,16.283504,-2.5185285,-9.968653,3,2
12821,-0.028610552,-0.230007671,-0.164434254,No,whoever,-17.053036,-3.2510448,10.038007,4,2
9964,-0.0284003,0.268142748,-0.127552239,No,residence,11.543929,8.38377,-3.9680011,3,2
10730,-0.028381568,0.280212986,-0.1952993,No,simon,11.733892,10.240815,-15.017677,3,2
11630,-0.02828635,-0.379158869,0.298575465,No,temps,5.5652795,-17.432014,3.9079232,4,2
12965,-0.028260635,-0.249805191,-0.038388269,No,wouldve,-4.632827,-5.003221,5.3648396,4,2
1291,-0.028241219,-0.106911019,0.0324629,No,arthritis,0.24683145,-21.533419,8.66456,4,2
7764,-0.028221585,-0.027328672,-0.167833614,No,morrisons,-10.901467,12.063319,9.550272,0,2
1376,-0.028217077,0.185569846,-0.013258347,No,atlantic,9.003933,3.7185464,-9.303467,3,2
4350,-0.028212355,0.034384157,0.112774953,No,exclusively,8.401993,-8.55647,7.828101,0,2
11944,-0.028171028,-0.050788008,-0.148480216,No,traceability,-11.052439,3.0524278,0.6274239,0,2
8788,-0.0281516,-0.306545297,0.148025951,No,perth,-6.492281,-14.72338,-2.6972015,4,2
10315,-0.02815043,0.127914891,0.3237925,No,saudiarabia,11.331865,-10.645633,-6.9742723,2,2
802,-0.028108639,-0.142738545,-0.185517634,No,advert,-16.31947,8.74723,5.585439,4,2
6208,-0.027855058,-0.232337025,0.021324164,No,insanity,0.2721419,-11.812959,12.615827,4,2
2488,-0.027579915,0.312503836,-0.313200318,No,church,5.7286325,15.432743,-10.318273,3,2
7188,-0.027502704,0.358223259,0.057937627,No,madurai,15.52075,0.23434862,-10.153309,3,2
2053,-0.027484926,-0.270461344,0.132833809,No,buckle,2.8648932,-9.50435,1.409823,4,2
12923,-0.02746219,0.301123252,-0.318629709,No,wordpress,20.768118,5.356337,-16.824953,3,2
924,-0.0273679,-0.190149412,-0.009007945,No,alas,-0.20635079,-6.6526513,12.425779,4,2
1833,-0.02732886,0.079213445,-0.105798477,No,bme_dementia,1.367795,4.3451524,-0.9740467,0,2
4664,-0.027244666,0.077689425,0.711634546,No,final,4.3035398,-27.959406,-5.108154,2,2
10317,-0.027232022,-0.221339013,-0.104957782,No,saved,-21.146019,-4.7083,-1.8576524,4,2
7873,-0.027152321,0.017536603,-0.325714755,No,mythbusting,-11.483094,17.792301,-7.345542,0,2
12594,-0.027135281,-0.135737857,-0.105746915,No,voter,-15.700403,-2.155332,-0.8355853,4,2
6142,-0.027091184,-0.054919933,-0.40756522,No,infographics,-11.742116,19.781954,-12.230593,0,2
3901,-0.02708166,0.325197385,-0.310986897,No,dual,-5.6823106,22.89168,-15.303385,3,2
6170,-0.02707249,0.103855336,-0.182319565,No,inittogether,-1.2612638,15.957531,4.865957,0,2
9988,-0.027024511,0.059404008,-0.119078146,No,respiratory,13.154767,16.768187,-22.010738,0,2
10951,-0.027019542,-0.34292718,-0.046331833,No,southafricanvirus,-14.810968,-21.040106,2.6817238,4,2
8470,-0.026987143,0.362512841,-0.150199325,No,ouh,12.97576,11.481113,-15.615456,3,2
6039,-0.026955994,0.076929192,-0.175073476,No,incentive,-3.4686275,10.619633,-5.3636737,0,2
12199,-0.026951092,-0.131224865,-0.110361677,No,um,-24.08141,5.8313236,2.8928192,4,2
9441,-0.026950896,0.202569449,-0.087924526,No,public,18.667536,0.57647336,-26.835903,3,2
4749,-0.026936608,0.036156405,-0.122317206,No,flor,-3.0299413,2.7990363,1.5073336,0,2
11889,-0.026875178,-0.201197471,-0.094410068,No,tone,-6.0962715,-5.9602804,4.6155314,4,2
12546,-0.026871707,-0.5328478,0.229792228,No,virusuk,-14.864391,-24.563566,2.132483,4,2
7782,-0.026861644,0.200903417,-0.141380415,No,mount,9.717029,19.327547,-12.407379,3,2
6097,-0.026843744,-0.261222298,0.110754648,No,indication,-0.11747545,-13.706583,12.343875,4,2
9977,-0.026774281,-0.179095358,-0.027696752,No,resolution,-17.173048,-21.96459,-1.5020972,4,2
10815,-0.026743778,-0.179801595,-0.075135349,No,slip,-6.6200457,-3.8034012,8.8443165,4,2
6161,-0.026675172,-0.030857022,0.037624542,No,inhaled,-6.370044,-4.5544176,-0.6150587,0,2
7522,-0.026597412,0.175878928,-0.182446555,No,mgtmccartney,1.448613,10.231903,-4.073682,3,2
7314,-0.026579948,0.312842507,-0.459139028,No,martinpgriff,-6.107882,21.29294,-14.225448,3,2
13037,-0.026567221,-0.015368576,0.068482751,No,yesterdays,4.6937866,-12.795327,-1.4705838,0,2
3131,-0.026558361,0.193705127,0.464180791,No,crosses,20.640133,-14.004758,-9.984095,2,2
9655,-0.026490401,-0.066441366,0.132345479,No,reac,1.6461746,-12.391766,6.752961,0,2
4647,-0.026447984,-0.47471422,-0.022679279,No,figuring,-8.844692,-5.1501346,8.333041,4,2
11900,-0.026428539,0.207437636,0.178459754,No,top,-4.6348104,3.2874432,-31.509588,2,2
3615,-0.026396609,0.124493491,-0.066997726,No,disclaimer,0.95171964,5.9172854,-2.0214841,3,2
1751,-0.026360562,-0.160257378,-0.235457929,No,billkristol,-15.737192,11.235395,2.5021298,4,2
11391,-0.026348423,0.206036926,-0.367305755,No,supportive,-6.9588,16.564287,-11.853225,3,2
8704,-0.026332952,0.502375567,-0.186180278,No,pcns,16.526165,23.37187,-8.581042,3,2
6913,-0.026285382,-0.292070567,0.302811264,No,letsvaccinatebritain,14.456177,-23.449469,13.420573,2,2
488,-0.026222001,-0.139772586,0.442135167,No,65s,0.780428,-21.750132,-10.533648,2,2
8747,-0.026204706,0.007010118,0.027616351,No,peo,-4.951813,-2.9773743,-2.162976,0,2
7194,-0.02616531,-0.192417128,-0.087766888,No,magical,-8.39052,-7.8948717,9.608731,4,2
7567,-0.02614958,-0.338417733,-0.074321346,No,mike_pence,-30.357517,-0.86159307,2.142578,4,2
5632,-0.026108739,0.090014529,-0.273590662,No,hire,0.2615781,23.850864,-1.4442145,0,2
1505,-0.026081319,-0.064218093,-0.059443943,No,backwards,-5.6637154,-2.0079708,0.008777077,0,2
738,-0.025899673,0.100221246,-0.093411835,No,addiction,6.3856187,6.5093746,-8.635002,0,2
8176,-0.025897304,-0.080198533,0.573322334,No,norway,11.676854,-18.861284,9.827688,2,2
1078,-0.025814923,0.435707952,0.61555399,No,anesthetist,19.2512,-0.68974274,-18.136606,2,2
11882,-0.025795433,-0.397173206,-0.090016877,No,tomhfh,-17.5535,-5.6876235,15.752273,4,2
5799,-0.025580359,0.109428107,-0.270950272,No,hu,-4.8754478,11.914619,-6.7653036,3,2
12448,-0.025573755,0.135721285,-0.211300729,No,vaughangething,-0.19703533,11.776451,-2.2759619,3,2
3440,-0.025547224,-0.285616471,0.109539379,No,depending,-6.266002,-13.37751,13.387317,4,2
1346,-0.025513683,0.29680271,-0.228768771,No,associates,12.252132,17.555645,-19.223667,3,2
4620,-0.02549489,-0.12126963,0.017855265,No,fertility,0.66432565,-22.43719,11.526307,4,2
9556,-0.025486068,-0.154373386,-0.027840319,No,quickly,-17.780754,0.8140034,29.678984,4,2
4981,-0.025366953,0.229897905,0.232231173,No,gadph,21.90856,2.095126,-2.0959995,2,2
1669,-0.025348662,-0.079889813,0.049108351,No,bellspalsy,9.28659,-6.2401114,9.690991,0,2
2418,-0.025228118,-0.185559959,-0.085409119,No,chemicals,-1.9637742,-0.71742105,8.0602045,4,2
6712,-0.02519622,-0.560783734,0.260568245,No,known,2.671061,-26.401,8.896595,4,2
527,-0.025189857,0.042871877,0.312829086,No,8000,13.827479,-8.395796,2.8042345,2,2
6570,-0.025090003,-0.04361677,0.038553408,No,juice,-2.0399735,3.893094,0.6623942,0,2
7649,-0.025060485,0.011309913,-0.035656191,No,mitigation,6.707434,-3.7295532,-0.22356631,0,2
10673,-0.024937673,-0.261231311,-0.246651227,No,shoul,-24.912767,-1.3984929,10.054076,4,2
5008,-0.024886313,0.161475695,0.117637597,No,gate,8.322204,-2.0062103,-6.3172503,3,2
2642,-0.024766391,-0.250804454,-0.198900932,No,cocaine,-14.244145,-1.9192561,8.767072,4,2
9651,-0.024742105,0.165402039,-0.419375687,No,rcpsych,-6.8362904,16.401424,-10.016926,3,2
10509,-0.024714972,0.033511916,-0.152170767,No,senators,2.4587655,26.255531,1.222941,0,2
8418,-0.024703501,-0.02047996,-0.218926197,No,optional,-26.813171,4.2664566,10.541788,0,2
884,-0.024678304,0.524651374,0.233720457,No,ahmedabad,20.150938,0.35205665,-12.400062,3,2
7405,-0.024659237,-0.472242388,0.060699618,No,meaning,-8.150994,-15.031377,12.159834,4,2
5848,-0.024638448,0.020458944,-0.236496037,No,hygiene,-2.1103146,12.951742,-2.5818145,0,2
3366,-0.024539112,-0.210714908,-0.163249246,No,define,-25.900568,10.806865,-2.028083,4,2
10422,-0.024493936,-0.15465112,-0.20631495,No,screaming,-19.548744,-3.6272807,5.516406,4,2
2544,-0.024429301,-0.334680174,-0.191961743,No,clean,-20.332064,5.6749506,16.318523,4,2
